id,name,type,description,pages,evidence
E00344,地层能量有限,原因,地层能量有限导致解堵难度大,42,由于地层能量有限，放喷解堵成功难度通常较大
E00345,低排量,施工参数,试挤解堵时要在低排量下进行,42,且要在低排量下耐心试挤，不要急于升排量
E00346,井筒清理,处置措施,前期井筒清理以保证干净降低风险,42,在前期的井筒清理中，要采取相应的措施，保证井筒清理干净
E00347,胶液携粗砂,工况,施工后期减阻水转胶液携粗砂,42,施工后期，减阻水转胶液，由胶液携 14% 砂比粗砂进入地层
E00348,解堵难度大,风险,第 1 段砂堵放喷解堵成功难度通常较大,42,由于地层能量有限，放喷解堵成功难度通常较大
E00349,试挤次数,施工参数,放喷后进行的试挤施工次数,43,放喷后共进行了 4 次试挤施工
E00350,施工历时,施工参数,试挤施工持续的时间,43,历时 15 天
E00351,盐酸用量,施工参数,累计试挤盐酸的体积,43,累计试挤盐酸 6.7m³
E00352,减阻水用量,施工参数,累计试挤减阻水的体积,43,减阻水 221m³
E00353,解堵失败,现象,试挤施工后未能解除堵塞,43,但均未试挤成功，始终无法解堵
E00354,砂比 14%,施工参数,发生砂堵时的粗砂砂比参数,44,砂堵发生在粗砂砂比 14% 阶段（胶液）
E00355,裂缝延伸长度不足,原因,远端裂缝延伸长度不能满足加砂要求,44,远端裂缝延伸长度和缝宽已不能满足加砂要求
E00356,缝宽不足,原因,裂缝宽度不能满足加砂要求,44,远端裂缝延伸长度和缝宽已不能满足加砂要求
E00357,地层进砂能力极限,原因,地层接受支撑剂的能力达到极限,44,地层进砂能力已经达到一定极限
E00358,胶液携砂,工况,胶液携带支撑剂进入地层的过程,44,胶液携砂不仅增加了施工摩阻
E00359,施工摩阻增加,现象,施工过程中摩擦阻力增大,44,胶液携砂不仅增加了施工摩阻
E00360,井筒污染,原因,钻井与固井残留污染物堵塞裂缝,44,钻井与固井过程中所残留在井筒内的污染物有可能随着压裂液进入地层并堵塞裂缝
E00361,地层能量不足,原因,第 1 段压裂时地层能量相对不足,"44,56",由于是第 1 段压裂施工，地层能量相对不足 | 由于本段为该井第 2 段施工，地层能量相对不足
E00362,挤酸,处置措施,通过挤注酸液辅助解堵,"44,51,57,58,63,134",后关井试挤。挤酸 10m³ | 排量 0.5m³/min 挤酸 20m³ | 放喷后进行试挤。挤酸 10\mathrm{m}^3 10\mathrm{m}^3 | 挤酸 20m³ | 可采取降排量、挤酸的方式降低泵压
E00363,施工压力 95MPa,指标,砂堵发生时的最高施工压力,44,施工压力迅速由 70MPa 升至 95MPa
E00364,砂比 9%,施工参数,导致压力迅速上升的中砂砂比,"44,55",当砂比 9% 中砂进入地层后 | 连续油管补孔压裂过程中，砂比 9%
E00365,排量 11.8m³/min,施工参数,解堵施工时的最大排量,44,排量 0.2m³/min 升至 11.8m³/min
E00366,砂比 9% + 10%,施工参数,发生砂堵时的中砂段塞砂比参数,45,当砂比（9% + 10%）中砂段塞进入地层后，在裂缝缝口形成“砂桥”
E00367,②号小层,地层,发生砂堵故障的具体施工层位,"45,47,65,66,67,73",分析砂堵原因为：本段穿行②号小层，黏土含量增高，地层偏塑性 | 且②号小层存在高应力条带 | 第 2 段穿行于②号小层 | 本段穿行于②号小层 | 本井由于穿行于②号小层
E00368,黏土含量增高,原因,导致地层偏塑性和滤失大的地质因素,45,本段穿行②号小层，黏土含量增高，地层偏塑性，且层理缝极发育
E00369,层理缝极发育,原因,导致多裂缝和液体滤失大的地质特征,45,地层偏塑性，且层理缝极发育，易产生多裂缝，液体滤失大
E00370,液体滤失大,原因,导致裂缝延伸困难和缝宽窄的直接原因,45,易产生多裂缝，液体滤失大，效率低，裂缝延伸扩展难度大
E00371,放喷处理,处置措施,砂堵后利用地层能量疏通砂桥的措施,45,在砂堵后进行放喷处理，可充分利用地层能量，有效地对缝内及缝口“砂桥”进行疏通
E00372,主缝延伸,工况,压裂改造中期望达到的裂缝扩展状态,45,以提高主缝内的净压力，保证裂缝正常延伸、扩展
E00373,降低砂比,处置措施,施工压力上升后尝试的初步调整措施,45,施工压力上升后，采取降低砂比、减少携砂液量的办法尝试加砂
E00374,第 8 段,地层,发生砂堵的压裂层段,46,第 8 段穿行于①号、②号小层
E00375,压裂车设备故障,原因,导致排量波动的设备原因,46,由于压裂车设备故障，排量发生波动
E00376,排量发生波动,现象,施工排量不稳定现象,46,排量发生波动 (14m³/min、11.8m³/min、14m³/min)
E00377,施工压力异常,现象,排量波动后压力出现异常,46,排量波动后，施工压力出现异常，由 57MPa 升至 78MPa
E00378,施工压力急速上升,现象,砂堵前的压力急剧升高现象,46,施工压力急速上升，由 68MPa 升至 95MPa
E00379,放喷方式解堵,处置措施,砂堵后采用的解堵方法,46,砂堵停泵后，决定采用放喷方式解堵
E00380,试挤盐酸,处置措施,第二次放喷后采用的解堵措施,"46,47",放喷后先向井筒内试挤 10m³盐酸 | 采用先试挤盐酸，再顶替减阻水的办法解堵
E00381,砂比 8%,施工参数,中砂阶段加入的砂比参数,46,中砂阶段，加入砂比 8% 段塞时
E00382,排量 14m³/min,施工参数,波动过程中的排量参数,"46,133",排量发生波动 (14m³/min、11.8m³/min、14m³/min) | 排量由 14m³/min 降至 8.5m³/min 下降
E00383,设计液量 1700m³,施工参数,本段压裂设计的液量,46,本段压裂设计液量 1700m³
E00384,设计砂量 60.1m³,施工参数,本段压裂设计的砂量,46,砂量 60.1m³
E00385,泵车故障,原因,压裂泵车设备发生的故障,47,在中砂阶段，由于泵车故障，导致施工排量产生较大波动
E00386,排量波动,现象,施工排量发生不稳定的变化,47,由于泵车故障，导致施工排量产生较大波动
E00387,高应力条带,原因,地层中存在高应力区域,"47,66,67,74",且②号小层存在高应力条带 | 靠近②号小层附近的高应力条带 | 同时靠近高应力条带 | 本段位于②号小层，层理缝发育，且存在高应力条带。
E00388,近井滤失大,现象,井筒附近液体滤失量大,47,由于层理缝极发育，导致近井滤失大
E00389,裂缝缝口形成桥堵,故障类型,裂缝入口处形成支撑剂桥塞堵塞,47,导致裂缝缝口形成桥堵，压力上升
E00390,顶替减阻水,处置措施,注入减阻水顶替井筒液体,47,采用先试挤盐酸，再顶替减阻水的办法解堵
E00391,12.8m³/min,施工参数,解堵成功时的施工排量,47,逐步提升排量至 12.8m³/min，施工压力由 75MPa 降至 70MPa
E00392,11m³/min,施工参数,故障发生后降低到的排量,47,在降低排量至 11m³/min 后，裂缝内的静压力随之减小
E00393,7% 砂比,施工参数,最后进入地层的支撑剂浓度,47,当最后一个 7% 砂比中砂进入地层后
E00394,第 16 段,其他,发生故障的具体井段,48,JY-A17HF 并第 16 段砂堵
E00395,施工压力较高,现象,压裂施工过程中的压力状态,48,压裂施工过程中，整体施工压力较高
E00396,压力波动较大,现象,施工压力的波动情况,48,压力波动较大（78~86MPa）
E00397,液体滤失,现象,压裂液向地层滤失,49,液体滤失较大，导致施工净压力不足
E00398,主动放喷,处置措施,通过地层能量反向冲刷砂桥,49,中途主动放喷 1h，通过地层能量对已产生的部分砂桥进行反向冲刷
E00399,粉砂段塞,材料,用于改善裂缝延伸的支撑剂段塞,49,在加入 6 个粉砂段塞后，裂缝延伸舒畅
E00400,砂比快速提升,现象,砂比增加速度过快,49,砂比提升较快，由于地层动态缝宽不足
E00401,排量提升过快,现象,试挤时排量增加速度过快,49,由于排量提升过快（很快将试挤排量升至 4~6m^3/min）
E00402,前置液处理量,施工参数,压裂前置液的体积,49,可增大前置液处理量
E00403,主缝,工况,主要裂缝,49,有利于主缝的形成和扩展
E00404,低砂比长段塞,处置措施,低砂比长段塞试探加砂,49,可采取低砂比长段塞试探加砂
E00405,酸,材料,用于解堵或试挤的液体材料,50,挤酸 20m³，压力由 88MPa 降至 63MPa
E00406,总液量,施工参数,施工累计使用的液体总体积,"51,54,59,163",总液量 85.9m³，总液量 116.8m³ | 10 次施工总液量 3439.5m3 | 总液量 72m³ | 总液量 135.70m^3
E00407,停泵再开始,处置措施,暂停泵注后重新启动施工,51,停泵再开始，排量 0.5m³/min，施工压力 85MPa
E00408,电缆泵送方式补孔,处置措施,利用电缆泵送补充射孔,52,再采取电缆泵送方式补孔二簇
E00409,重新压裂,处置措施,完成冲砂补孔后再次压裂,"52,55",后重新压裂 | 连续油管冲砂后重新压裂
E00410,5038.0 ~ 5039.0m,地层,补孔作业的目标井段,52,5038.0 m{m}、5014.0 m{m}
E00411,5014.0 ~ 5015.0m,地层,补孔作业的目标井段,52,5014.0 m{m}
E00412,砂比 10%,指标,故障发生时的具体砂比数值,"53,80",砂比 10%，超压停泵 | 在加砂砂比 10% 的 40/70 目陶粒进入地层的后
E00413,施工压力 96MPa,指标,故障发生时的最高压力数值,53,突升至 96MPa
E00414,中陶,材料,压裂使用的中颗粒陶瓷支撑剂,"53,54,55",减阻水加中陶 | 中陶 16.84m3 | 中陶进地层后压力突然上升
E00415,电缆泵送补孔,处置措施,使用电缆泵送方式进行补孔作业,53,26 日电缆泵送补孔二簇后
E00416,压裂施工,工况,本段共进行的压裂作业次数,54,本段共进行压裂施工 3 次
E00417,总砂量,施工参数,施工使用的支撑剂总量,"54,146",总砂量 40.65m3 | 总砂量 17.8 m³
E00418,黏土含量较高,地层,本段地层的黏土含量特征,54,本段黏土含量较高
E00419,地层偏塑性,地层,本段地层的力学性质特征,54,地层偏塑性
E00420,14m3/min,指标,第一次施工前置阶段达到的排量值,54,快升排量至 14m3/min
E00421,近井弯曲摩阻过大,现象,因地层压缩导致的摩阻异常现象,54,造成近井弯曲摩阻过大
E00422,粉陶检测结果显示不合格,现象,粉陶材料质量检测的结果,54,粉陶检测结果显示不合格
E00423,大粒径粉陶比例超标,原因,粉陶不合格的具体表现,54,大粒径粉陶比例超标
E00424,试挤无效,现象,试挤施工未能达到预期效果,55,由于近井地带被堵死，导致试挤 4 次均无效
E00425,近井地带被堵死,原因,井筒附近区域堵塞,55,由于近井地带被堵死，导致试挤 4 次均无效
E00426,连续油管补孔压裂,工况,使用连续油管进行补孔压裂作业,55,连续油管补孔压裂过程中，砂比 9%
E00427,压力突然上升,现象,施工压力异常升高,55,中陶进地层后压力突然上升，砂堵
E00428,塑性地层,地层,具有塑性特征的地层,55,说明塑性地层被快速压缩后恢复能力较差
E00429,裂缝延伸困难,现象,裂缝难以继续扩展,"55,77",造成局部应力过大，裂缝延伸困难 | 由于页岩裂缝性储层非均质性强，裂缝延伸困难
E00430,新裂缝和老裂缝干扰,原因,新旧裂缝之间产生相互作用,55,由于压裂过程中新裂缝和老裂缝干扰较大
E00431,缝宽受限,现象,裂缝宽度受到限制,55,新裂缝和老裂缝干扰较大，缝宽受限
E00432,加砂困难,现象,支撑剂难以注入,55,缝宽受限，加砂困难
E00433,现场质量监督,处置措施,对压裂材料进行质量管控,55,要做好液体、支撑剂等压裂材料的现场质量监督工作
E00434,液体、支撑剂,材料,压裂施工所需材料,55,要做好液体、支撑剂等压裂材料的现场质量监督工作
E00435,第 1 段,工况,JY-A19HF 井发生砂堵的压裂层段,"56,60",1.19 JY-A19HF 并第 1 段砂堵 | 本井第 1 段位于③号小层，层理缝发育
E00436,第 2 段施工,工况,文中提及的另一施工段次，存在污染和能量不足风险,56,由于本段为该井第 2 段，井筒及储层可能存在一些前期钻井带来的污染和伤害
E00437,钻井污染,原因,前期钻井作业对井筒及储层造成的伤害,56,井筒及储层可能存在一些前期钻井带来的污染和伤害
E00438,弹簧状试挤曲线,现象,试挤压力曲线呈现弹簧状波动,"57,66",形成“弹簧状”试挤曲线。酸降压力由 80\mathrm{MPa} 80\mathrm{MPa} 降至 | 随即形成“弹簧状”试挤曲线
E00439,第一次试挤施工,工况,首次进行的试挤作业过程,57,1.19.3 处理过程 1.19.3 处理过程 第一次试挤施工
E00440,第二次试挤施工,工况,第二次进行的试挤作业过程,57,第二次试挤施工：放喷 第二次试挤施工：放喷 50\mathrm{m}^3 50\mathrm{m}^3 后
E00441,第三次试挤施工,工况,第三次尝试解堵的施工过程,58,第三次试挤施工：重新放喷后，继续试挤
E00442,第四次试挤施工,工况,第四次尝试解堵的施工过程,58,第四次试挤施工：放喷后，继续试挤
E00443,第六次试挤施工,工况,第六次尝试挤压施工过程,59,第六次试挤施工：放喷后，继续试挤。
E00444,第七次试挤施工,工况,第七次尝试挤压施工过程,59,第七次试挤施工：放喷后，继续试挤。
E00445,井筒内沉砂,其他,井筒内存在的沉积砂粒,59,施工排量足够清理井筒内沉砂
E00446,施工压力波动,现象,施工过程中压力出现不稳定的变化,60,在替酸及加入粉砂阶段，施工压力有明显波动
E00447,油泥堵塞地层,原因,井筒油泥进入地层导致堵塞,60,而造成砂堵的原因很可能是油泥堵塞地层所致
E00448,控制砂比及排量,处置措施,调整施工参数以应对压力波动,60,施工过程中若施工压力波动较大，应及时控制砂比及排量
E00449,提高排量和压力,处置措施,试挤解堵时增加施工强度,60,在试挤过程中可在条件允许的前提下，尽可能的提高排量和压力进行试挤
E00450,70/140 目粉陶,材料,压裂施工使用的支撑剂材料,"61,70,71,76",17:59 开始加 70/140 目粉陶 | 接着加 6% 的 70/140 目粉陶段塞，施工压力升至 70.00MPa | 加入 70/140 目粉陶 | 接着倒减阻水并加 70/140 目粉陶
E00451,40/70 目低密度陶粒,材料,压裂施工使用的支撑剂材料,"61,63",18:23 开始加 40/70 目低密度陶粒 | 加 40/70 目低密度陶粒
E00452,16m³/min,施工参数,砂堵前瞬间的施工排量,61,排量从 15m³/min 升至 16m³/min
E00453,100MPa,指标,降排量过程中瞬时施工压力峰值,61,降排量过程中瞬时施工升至 100MPa
E00454,施工压力直线上升,现象,砂堵前的压力异常现象,61,施工直线上升，迅速降排量至 12m³/min
E00455,冲砂解堵,处置措施,砂堵后的处理措施之一,61,经过多次放喷、试挤，冲砂解堵
E00456,放弃该段压裂施工,处置措施,解堵效果不明显后的最终决定,61,效果不明显，放弃该段压裂施工
E00457,解堵不成功,现象,尝试解除堵塞但未达到预期效果,62,施工压力 10.54~95.00MPa，解堵不成功
E00458,陶粒,材料,压裂支撑剂，冲砂时被带出,"62,137,252",出口点火不燃，带出部分陶粒 | 加 70/140 目陶粒 11.73m³、40/70 目陶粒 15.76m³ | 但是两个钢圈槽内和钢圈上堆积了陶粒
E00459,井口压力,施工参数,井口处的压力读数,"62,124,168,169,189,190,213,214,230,240,244,245,264,266",井口压力 37.0MPa 降至 0 | 井口压力为 51~52MPa，排量 2.0m³/min | 该井井眼轨迹为上翘型，井口压力 30MPa | 井口压力由 16.6MPa 降至 1.2MPa，连续油管拆防喷管 | 19:20 关井，井口压力 17.5 MPa
E00460,地面关井,处置措施,在地面关闭井口停止施工,62,11:00~15:59 地面关井
E00461,井口压力归零,现象,井口压力下降至零,62,井口压力 37.0MPa 降至 0
E00462,泵压过高,现象,施工泵压超过正常范围,63,都因泵压过高，试挤失败
E00463,试挤失败,工况,试挤作业未能成功完成,63,都因泵压过高，试挤失败
E00464,70/140 目粉陶砂,材料,用于打磨缝口的支撑剂,"63,83",压裂施工前期加 6 个 70/140 目粉陶砂段 | 加完第 4 个 70/140 目粉陶砂段
E00465,缝宽极窄,原因,地层裂缝宽度非常小,63,缝宽极窄，导致砂堵
E00466,压力持续增高,现象,施工压力呈现持续上升趋势,63,若压力有持续增高的趋势
E00467,增加段塞,处置措施,增加施工段塞数量,63,可适当增加段塞，多加粉陶
E00468,多加粉陶,处置措施,增加粉陶支撑剂用量,63,可适当增加段塞，多加粉陶
E00469,井筒容积,指标,井筒内部的体积容量,"63,67",本段井筒容积为 45m³ | 井筒容积 54m³
E00470,地层对排量很敏感,原因,地层特性导致对排量变化反应强烈,63,地层对排量很敏感，缝宽极窄，导致砂堵
E00471,缝口打磨,现象,支撑剂对裂缝入口的磨蚀作用,63,证明每次粉砂进地层都有对地层裂缝缝口打磨作用
E00472,试挤排量偏低,现象,试挤阶段排量低于预期,64,试挤排量偏低，若井筒内有沉砂
E00473,解堵,处置措施,解除堵塞恢复施工,"64,70,76",能满足下步泵送桥塞条件，解堵成功 | 施工压力升至 81.17MPa 后显示出下降趋势，说明已解堵 | 说明已解堵，停止加砂
E00474,地层层理缝,地层,地层中发育的缝隙,64,地层层理缝较发育
E00475,裂缝延伸顺畅,现象,裂缝扩展顺利,64,反映出裂缝延伸顺畅
E00476,动态缝宽不足,原因,裂缝宽度不够支撑砂通过,64,这表明由于动态缝宽不足
E00477,临界砂比,指标,导致压力上升的砂比阈值,64,该砂比为临界砂比
E00478,缝口桥堵,故障类型,砂在缝口形成堵塞,"64,74",在缝口发生桥堵，施工压力升高 | 10% 砂比粗砂段塞在缝口形成桥堵，形成突然性砂堵。
E00479,增大隔离液,处置措施,增加隔离液量抑制压力上升,64,采用增大隔离液，降低中砂砂比或者转加粉砂
E00480,降低中砂砂比,处置措施,减小中砂浓度,64,采用增大隔离液，降低中砂砂比或者转加粉砂
E00481,转加粉砂,处置措施,改用粉砂段塞,64,中途转加粉砂段塞后，施工压力得到较好控制
E00482,反向冲刷,现象,流体反向流动冲刷炮眼,64,使地层压力在炮眼处形成反向冲刷
E00483,憋压释放,现象,近井地带压力得到释放,64,使近井地带的“憋压”得到释放
E00484,设计砂量,施工参数,压裂段设计的总支撑剂体积,65,砂量 55.9m³
E00485,液体滤失增大,原因,压裂液向地层滤失量增加,66,随着裂缝不断开启，液体滤失增大
E00486,裂缝缝宽窄,原因,高应力导致裂缝开启宽度狭窄,66,高应力条带附近裂缝开启难度增大，导致所开启的裂缝缝宽窄
E00487,施工压力抬升,现象,施工过程中压力持续上升,66,中砂进入地层后施工压力逐步抬升
E00488,6% 中砂携砂液,施工参数,导致砂堵时的砂比浓度,66,最终在 6% 中砂携砂液进入地层后发生砂堵
E00489,裂缝延伸难度增大,风险,裂缝开启及延伸难度增加,67,导致裂缝开启及延伸难度增大
E00490,增大前置胶液用量,处置措施,增加前置胶液用量的措施,67,应增大前置胶液用量
E00491,主动加粉砂,处置措施,中砂施工阶段主动加粉砂,67,在中砂施工阶段，主动加粉砂
E00492,封堵微裂缝,处置措施,通过加粉砂封堵微裂缝,67,主动加粉砂，封堵微裂缝
E00493,主缝内净压力,指标,主裂缝内部的净压力指标,67,以提高主缝内净压力
E00494,主裂缝正常延伸,其他,促进主裂缝内的正常延伸,67,促进主裂缝内的正常延伸
E00495,“弹簧状”曲线,现象,试挤时形成的特殊压力曲线,67,第一次放喷、试挤时形成了“弹簧状”曲线
E00496,施工压力迅速超压,故障类型,施工压力快速超过限制,67,施工压力迅速超压
E00497,过快提升试挤排量,原因,排量提升过快导致超压,67,现场很快将排量由 0.4m³/min 升至 4m³/min
E00498,稳定替酸排量,施工参数,稳定的替酸施工排量,67,在能建立起一个稳定替酸排量（1.0~2.0m³/min）
E00499,压裂设计液量,施工参数,压裂设计的液体用量,67,第 11 段压裂设计液量 1935m³
E00500,施工压力迅速上升,现象,施工过程中泵压异常快速升高,69,施工压力迅速上升到限压，发生砂堵
E00501,采气返排液,材料,用于配制压裂液的采气产出返排液体,69,该段压裂液采用采气返排液配制，中间等停时间长
E00502,动态缝宽窄,原因,压裂过程中裂缝宽度较窄的状态,69,靠近②号、③号层岩性交界面，层理缝发育，动态缝宽窄
E00503,严格控制配液质量,处置措施,对压裂液配制质量进行严格管控的措施,69,在压裂施工过程中，要严格控制配液质量，同时要合理安排运行施工
E00504,覆膜陶粒,材料,40/70 目覆膜支撑剂,69,9:52 开始加入 40/70 目覆膜陶粒，二个砂比段塞
E00505,上覆岩层压力明显增大,原因,因垂深增加导致上覆岩层压力增大,69,本井水平段垂深达 3600 ~ 3800 m，上覆岩层压力明显增大
E00506,对液体性能进行检测,处置措施,施工前检测压裂液性能以确保满足要求,69,施工前要对液体性能进行检测，确保液体性能满足压裂要求
E00507,压裂液性能受到影响,原因,压裂液因放置时间长等原因性能变质,69,中间等停时间长，压裂液性能受到影响，导致支撑剂输送过程中裂缝体系内流压发生改变
E00508,压裂裂缝扩展困难,原因,因地层压实作用增强导致裂缝难以扩展,69,地层压实作用增强，压裂裂缝扩展困难、缝宽窄，存在临界砂比
E00509,压力陡升,现象,施工压力在短时间内急剧上升,"70,71",突然压力曲线的斜率瞬间增加，压力陡升至 96.69MPa | 施工压力陡升至 102.7MPa
E00510,压力曲线斜率瞬间增加,现象,压力变化率突然变大，预示故障发生,70,突然压力曲线的斜率瞬间增加，压力陡升至 96.69MPa
E00511,40/70 目覆膜陶粒,材料,用于压裂施工的 coated 支撑剂,"70,71,72,76,77",再加 40/70 目覆膜陶粒，三个砂比段塞 | 开始加 40/70 目覆膜陶粒后 | 5% 的 40/70 目覆膜陶粒段使得施工压力从 79.40MPa 升至 86.70MPa | 然后开始加 40/70 目覆膜陶粒 | 从开始加 40/70 目覆膜陶粒后施工压力就一直呈上升趋势
E00512,渐进型砂堵,故障类型,随着累计加砂量增多裂缝被逐渐填满形成的砂堵,"71,77",最后形成“渐进型”砂堵 | 随着累计加砂量的增多，裂缝被逐渐填满，形成最后的“渐进型”砂堵
E00513,未能充分造缝,原因,施工前期裂缝造缝不充分,71,本段施工前期未能充分造缝
E00514,裂缝有效体积小,原因,形成的裂缝有效容纳体积较小,"71,77",导致裂缝有效体积小 | 说明本段施工前期未能充分造缝，导致裂缝有效体积小
E00515,第 12 段,井,发生砂堵的具体施工段次,71,1.24.3 第 12 段砂堵
E00516,裂缝缝宽不足,原因,前期造缝时裂缝宽度未充分扩张,72,前期造缝的时候裂缝的缝宽未能充分扩张，5% 及以上的砂比进入裂缝难度较大
E00517,页岩裂缝性储层,地层,具有非均质性强特征的储层,"72,77",由于页岩裂缝性储层非均质性强，裂缝延伸困难，裂缝缝口窄，减阻水滤失大 | 由于页岩裂缝性储层非均质性强，裂缝延伸困难
E00518,减阻水滤失大,现象,使用减阻水时地层滤失量大,"72,77",由于页岩裂缝性储层非均质性强，裂缝延伸困难，裂缝缝口窄，减阻水滤失大 | 裂缝延伸困难，裂缝缝口窄，减阻水滤失大
E00519,高黏胶液,材料,用于先期造缝的高粘度液体,"72,77",对于泥质含量高、物性差的地层，先期造缝应使用高黏胶液，扩展缝宽和延伸裂缝 | 对于泥质含量高、物性差的地层，先期造缝应使用高黏胶液
E00520,中途挤酸,处置措施,压裂过程中间进行的挤酸作业,"72,77",在压裂施工过程中，可适当的中途挤酸，扩大地层裂缝，提高裂缝导流能力。 | 在压裂施工过程中，可适当地中途挤酸，扩大地层裂缝
E00521,支撑剂粒径变化,原因,导致砂堵的主要故障原因,73,判断砂堵原因为支撑剂粒径变化引起的近井地带堵塞
E00522,近井地带堵塞,原因,砂堵发生的具体机理,73,判断砂堵原因为支撑剂粒径变化引起的近井地带堵塞
E00523,快速放喷,处置措施,砂堵发生后采用的解堵方法,73,因此采用快速放喷方式进行解堵
E00524,粗砂段塞,材料,引发压力上升的支撑剂段塞,"73,74",减阻水携 10% 粗砂段塞进入地层后 | 当粗砂段塞进入地层后，施工压力快速上升
E00525,施工压力波动异常,现象,施工期间压力出现不稳定的上下波动,74,在粉砂阶段施工压力波动异常，反映出地层多破裂的现象
E00526,端部脱砂,故障类型,裂缝内部发生的脱砂特征,75,裂缝内部已发生明显的端部脱砂特征，压力出现逐渐上升的趋势
E00527,滤失较大,原因,压裂液滤失量较大,75,③号小层层理缝较发育，压裂液滤失较大，压裂液效率较低
E00528,砂比较高,原因,施工砂比过高,75,同时由于砂比较高，在裂缝缝口处形成明显桥堵，发生砂堵
E00529,敞放方式放喷,处置措施,解堵时采用的放喷方式,75,解堵时可采用大油嘴直到敞放方式放喷，以充分利用地层能量
E00530,挤盐酸,处置措施,向井筒内试挤盐酸,75,放喷结束后，采用先挤盐酸，再用减阻水以小排量试挤的方法
E00531,降低排量工艺,处置措施,针对层理发育地层的工艺措施,75,针对这类层理发育地层，可采取降低排量工艺，控制缝内延伸压力
E00532,压力逐渐上升,现象,压力出现逐渐上升的趋势,75,裂缝内部已发生明显的端部脱砂特征，压力出现逐渐上升的趋势
E00533,顶替,处置措施,解堵后将井筒内液体替入地层的操作,"76,134",顶替 137.7m³后停泵 | 对于压裂情况比较特殊的井，建议进行挤注、顶替等处理
E00534,出口点火可燃,现象,放喷返出液中含有可燃气体,76,出口点火可燃，火焰 1~2m
E00535,前期未能充分造缝,原因,施工前期裂缝造缝不充分,77,说明本段施工前期未能充分造缝，导致裂缝有效体积小
E00536,裂缝缝口窄,原因,裂缝开口宽度较小,77,裂缝延伸困难，裂缝缝口窄，减阻水滤失大
E00537,调整泵注程序,处置措施,依据压力变化及时调整施工程序,77,施工时应依据压力变化，及时调整泵注程序，以控制施工压力上升过快的趋势
E00538,阶段降排量,处置措施,加砂后期压力上升时提前降低排量,77,对于加砂后期施工压力呈现上升趋势的时候，应该提前阶段降排量
E00539,JY-B1HF 井,井,发生低压管线断裂故障的压裂井,78,JY-B1HF 并于 2014 年 4 月 24 日完井，5 月 15 日第 1 段压裂施工
E00540,480 型混砂车,设备,发生故障的混砂车设备型号,78,480 型混砂车低压管汇打爆，无法继续加砂施工
E00541,低压管汇,设备,混砂车上发生打爆的低压管线组件,78,480 型混砂车低压管汇打爆
E00542,管线使用时间过长,原因,低压管线断裂的主要原因之一,78,低压管线使用时间过长，承压能力大大降低
E00543,携砂液磨损,原因,携砂液打磨加剧管线磨损导致断裂,78,携砂液对低压管线的打磨加剧了管线的磨损，从而导致管线的断裂
E00544,更换管线,处置措施,管线断裂后更换新管线并试压,78,对管线进行更换，并试压合格
E00545,备用混砂车顶替,处置措施,主车故障后使用备用混砂车顶替施工,78,停止主混砂车加砂；继续使用备用混砂车进行顶替
E00546,高压管件断裂,故障类型,高压管件在施工中发生断裂,79,期间出现 4 起高压管件断裂、刺漏事件
E00547,JY-B2HF 井,井,发生高压管件系列事件的井,79,1.29 JY-B2HF 并高压管件系列事件
E00548,施工管线,设备,压裂施工使用的管线,79,施工前对施工管线进行严格试压
E00549,低压件,设备,低压管件,79,对低压件建立施工档案
E00550,高压分配器,设备,高压流体分配设备,"79,80",高压分配器上一三通与旋塞的连接处 | 巡视人员发现高压分配器上的一个弯头漏水
E00551,高压盘根,材料,高压密封材料,79,发现高压盘根破损，立即更换
E00552,40/70 目陶粒,材料,支撑剂材料,"79,80",刚完成一个 40/70 目陶粒 | 加入砂比 5% 的 40/70 目陶粒
E00553,管线抖动,原因,施工中管线振动,79,施工中管线的抖动使得旋塞和三通的连接由壬松动
E00554,由壬松动,原因,连接部件松动,79,旋塞和三通的连接由壬松动
E00555,58~59MPa,指标,具体施工压力值,79,施工压力 58~59MPa
E00556,8% + 9%,指标,具体砂比值,79,8% + 9% 砂比段塞
E00557,更换,处置措施,更换损坏部件,79,发现高压盘根破损，立即更换
E00558,试压,处置措施,施工前压力测试,"79,84,86,169,182,230,231,267",施工前对施工管线进行严格试压 | 第 11 段压裂施工前的试压作业 | 对更换后的旋塞进行试压，试压合格 | 19:00 连续油管防喷管及打捞井口试压 30MPa，30min 压降为 0.2MPa | 11:00 对连续油管试压 40MPa
E00559,高压管线刺漏,故障类型,高压管线发生泄漏故障,80,1.29.3 第 12 段高压管线刺漏
E00560,缸盖盘根刺漏,故障类型,压裂车吸入缸盖盘根发生刺漏,80,巡视人员发现一辆压裂车的吸入缸盖盘根刺漏
E00561,高压弯头刺漏,故障类型,高压分配器或压裂车弯头发生刺漏,80,1.29.4 第 14 段高压弯头刺漏
E00562,泵头排出法兰脱离,故障类型,泵头排出法兰发生脱离故障,80,1.29.5 第 15 段泵头排出法兰脱离
E00563,施工压力升高,现象,施工过程中压力异常上升,"80,109",施工压力从 68MPa 升至 81MPa | 施工压力由 28.61MPa 升至 58.63MPa
E00564,砂比 5%,施工参数,加砂施工时的砂液比为 5%,80,在加入砂比 5% 的 40/70 目陶粒进入地层的后
E00565,排量 12m³/min,施工参数,压裂施工排量提升至 12 立方米每分钟,80,17:22 排量阶梯提至 12m³/min
