id,head,relation,tail,pages,evidence,weight
T00476,粉砂,影响,施工压力,"64,65",粉砂对施工压力上升有较好的抑制作用 | 粉砂阶段，打磨效果较好，施工压力明显下降,2
T00477,放喷,导致,憋压释放,64,可以使地层压力在炮眼处形成反向冲刷，使近井地带的“憋压”得到释放,1
T00478,缝口桥堵,表现为,施工压力上升,64,在缝口发生桥堵，施工压力升高,1
T00479,替酸,影响,解堵,64,及时替酸，降低试挤压力，可大大提高试挤解堵效率,1
T00480,砂堵,发生于,JY-A22HF 井,65,1.22 JY-A22HF 并第 2 段砂堵,1
T00481,砂堵,发生于,②号小层,65,第 2 段穿行于②号小层...发生砂堵,1
T00482,砂堵,表现为,施工压力节节攀升,65,再次转加中砂后，施工压力节节攀升，最终...发生砂堵,1
T00483,中砂,影响,施工压力,65,再次转加中砂后，施工压力节节攀升,1
T00484,砂堵,原因是,桥堵,66,反映出地层裂缝中已发生桥堵...发生砂堵,1
T00485,砂堵,原因是,液体滤失增大,66,随着液体滤失的不断增大，最终在 6% 中砂携砂液进入地层后发生砂堵,1
T00486,桥堵,表现为,施工压力抬升,66,当再次转加中砂时，施工压力仍上升明显，反映出地层裂缝中已发生桥堵,1
T00487,高应力条带,导致,裂缝缝宽窄,66,高应力条带附近裂缝开启难度增大，导致所开启的裂缝缝宽窄,1
T00488,中砂,导致,施工压力抬升,66,中砂进入地层后施工压力逐步抬升,1
T00489,粉砂,影响,施工压力抬升,66,转入粉砂后，施工压力又能趋于平稳,1
T00490,②号小层,包含,层理缝发育,"66,67",本段穿行于②号小层，层理缝发育 | 本井由于穿行于②号小层，层理缝发育,2
T00491,高应力条带,导致,裂缝延伸难度增大,67,靠近高应力条带，导致裂缝开启及延伸难度增大,1
T00492,液体滤失较大,导致,裂缝延伸难度增大,67,液体滤失较大，同时靠近高应力条带，导致裂缝开启及延伸难度增大,1
T00493,增大前置胶液用量,处置措施,裂缝延伸难度增大,67,导致裂缝开启及延伸难度增大。应增大前置胶液用量,1
T00494,主动加粉砂,影响,封堵微裂缝,67,主动加粉砂，封堵微裂缝,1
T00495,封堵微裂缝,影响,主缝内净压力,67,封堵微裂缝，以提高主缝内净压力,1
T00496,主缝内净压力,影响,主裂缝正常延伸,67,提高主缝内净压力，促进主裂缝内的正常延伸,1
T00497,过快提升试挤排量,导致,施工压力迅速超压,67,现场很快将排量由 0.4m³/min 升至 4m³/min，施工压力迅速超压,1
T00498,过快提升试挤排量,表现为,“弹簧状”曲线,67,第一次放喷、试挤时形成了“弹簧状”曲线...施工压力迅速超压,1
T00499,稳定替酸排量,处置措施,“弹簧状”曲线,67,在能建立起一个稳定替酸排量...以避免“弹簧状”试挤曲线的出现,1
T00500,JY-A23HF 井,包含,第 11 段,67,JY-A23HF 并第 11 段砂堵,1
T00501,第 11 段,发生于,砂堵,67,JY-A23HF 并第 11 段砂堵,1
T00502,第 11 段,相关,③号小层,67,第 11 段穿行于③号小层,1
T00503,砂堵,表现为,施工压力,"68,72,73",施工压力急速上升，由 64MPa 升至 95MPa | 使得施工压力从 79.40MPa 升至 86.70MPa...形成“突发性”砂堵 | 施工压力快速上升，由 62MPa 升至 95MPa,3
T00504,连续油管冲砂,导致,解堵成功,68,26 日正挤减阻水 318.02m³...解堵成功,1
T00505,采气返排液,导致,压裂液性能受到影响,69,该段压裂液采用采气返排液配制，中间等停时间长，压裂液性能受到影响,1
T00506,层理缝发育,导致,动态缝宽窄,69,靠近②号、③号层岩性交界面，层理缝发育，动态缝宽窄,1
T00507,施工压力迅速上升,表现为,砂堵,69,施工压力迅速上升到限压，发生砂堵,1
T00508,严格控制配液质量,处置措施,砂堵,69,在压裂施工过程中，要严格控制配液质量，同时要合理安排运行施工,1
T00509,砂堵,发生于,JY-A24HF 井,69,1.24 JY-A24HF 并第 2、12 段砂堵,1
T00510,上覆岩层压力明显增大,导致,压裂裂缝扩展困难,69,上覆岩层压力明显增大，地层压实作用增强，压裂裂缝扩展困难,1
T00511,排量,影响,施工压力迅速上升,69,之后排量升至 16.00 m3/h，施工压力升至 65.7 MPa,1
T00512,砂堵,表现为,压力陡升,"70,71",突然压力曲线的斜率瞬间增加，压力陡升至 96.69MPa | 施工压力曲线的斜率突然增大，施工压力陡升至 102.7MPa,2
T00513,压力曲线斜率瞬间增加,原因是,砂堵,70,突然压力曲线的斜率瞬间增加，压力陡升至 96.69MPa，超压停泵，发生砂堵,1
T00514,盐酸,处置措施,砂堵,70,注入盐酸 10.00m³后倒减阻水，并升排量至 14.70m³/min,1
T00515,试挤,发生于,砂堵,70,当施工压力降至 44MPa 时，10:44 第一次试挤,1
T00516,70/140 目粉陶,包含,段塞,70,接着加 6% 的 70/140 目粉陶段塞，施工压力升至 70.00MPa,1
T00517,40/70 目覆膜陶粒,导致,压力上升趋势,71,开始加 40/70 目覆膜陶粒后压力就一直成上升趋势,1
T00518,砂堵,原因是,未能充分造缝,71,本段施工前期未能充分造缝，导致裂缝有效体积小,1
T00519,裂缝有效体积小,导致,砂堵,71,导致裂缝有效体积小，40/70 目覆膜陶粒加入后裂缝未能有效延伸,1
T00520,砂堵,发生于,第 12 段,71,1.24.3 第 12 段砂堵,1
T00521,砂堵,原因是,裂缝缝宽不足,72,前期造缝的时候裂缝的缝宽未能充分扩张，5% 及以上的砂比进入裂缝难度较大,1
T00522,页岩裂缝性储层,导致,减阻水滤失大,"72,77",由于页岩裂缝性储层非均质性强，裂缝延伸困难，裂缝缝口窄，减阻水滤失大 | 裂缝延伸困难，裂缝缝口窄，减阻水滤失大,2
T00523,页岩裂缝性储层,导致,裂缝延伸困难,"72,77",由于页岩裂缝性储层非均质性强，裂缝延伸困难，裂缝缝口窄，减阻水滤失大 | 由于页岩裂缝性储层非均质性强，裂缝延伸困难,2
T00524,砂比,影响,施工压力,72,5% 的 40/70 目覆膜陶粒段使得施工压力从 79.40MPa 升至 86.70MPa,1
T00525,砂堵,处置措施,降排量,72,对于加砂后期施工压力呈现上升趋势的时候，应该提前阶段降排量，以防造成砂堵,1
T00526,砂堵,处置措施,中途挤酸,72,在压裂施工过程中，可适当的中途挤酸，扩大地层裂缝，提高裂缝导流能力。,1
T00527,高黏胶液,处置措施,扩展缝宽和延伸裂缝,72,对于泥质含量高、物性差的地层，先期造缝应使用高黏胶液，扩展缝宽和延伸裂缝,1
T00528,砂堵,发生于,JY-A25HF 井,73,1.25 JY-A25HF 并第 4 段砂堵,1
T00529,砂堵,原因是,支撑剂粒径变化,73,判断砂堵原因为支撑剂粒径变化引起的近井地带堵塞,1
T00530,砂堵,原因是,近井地带堵塞,73,判断砂堵原因为支撑剂粒径变化引起的近井地带堵塞,1
T00531,粗砂段塞,导致,施工压力,73,粗砂段塞进入地层后，施工压力快速上升,1
T00532,砂堵,处置措施,快速放喷,73,因此采用快速放喷方式进行解堵,1
T00533,层理缝发育,导致,施工压力波动异常,74,在粉砂阶段施工压力波动异常，反映出地层多破裂的现象,1
T00534,粗砂段塞,导致,缝口桥堵,74,10% 砂比粗砂段塞在缝口形成桥堵，形成突然性砂堵。,1
T00535,缝口桥堵,导致,砂堵,74,10% 砂比粗砂段塞在缝口形成桥堵，形成突然性砂堵。,1
T00536,中砂段塞,导致,施工压力急速爬升,74,当最后一个中砂段塞（14% +15%）进入地层后，施工压力急速爬升,1
T00537,JY-A26HF 井,发生于,砂堵,74,1.26 JY-A26HF 并第 10 段砂堵,1
T00538,高应力条带,相关,层理缝发育,74,本段位于②号小层，层理缝发育，且存在高应力条带。,1
T00539,高砂比,导致,施工压力急速爬升,74,反映出地层对高砂比产生敏感。当最后一个中砂段塞进入地层后，施工压力急速爬升,1
T00540,砂堵,原因是,层理缝发育,75,③号小层层理缝较发育，压裂液滤失较大，压裂液效率较低,1
T00541,砂堵,原因是,滤失较大,75,③号小层层理缝较发育，压裂液滤失较大，压裂液效率较低,1
T00542,砂堵,原因是,砂比较高,75,同时由于砂比较高，在裂缝缝口处形成明显桥堵，发生砂堵,1
T00543,端部脱砂,表现为,压力逐渐上升,75,裂缝内部已发生明显的端部脱砂特征，压力出现逐渐上升的趋势,1
T00544,桥堵,发生于,裂缝缝口,75,在裂缝缝口处形成明显桥堵，发生砂堵,1
T00545,敞放方式放喷,处置措施,砂堵,75,解堵时可采用大油嘴直到敞放方式放喷，以充分利用地层能量,1
T00546,挤盐酸,处置措施,砂堵,75,放喷后向井筒内先试挤 10m3 盐酸，当酸进地层后，施工压力出现明显下降,1
T00547,降低排量工艺,处置措施,层理缝发育,75,针对这类层理发育地层，可采取降低排量工艺，控制缝内延伸压力,1
T00548,③号小层,包含,层理缝发育,75,③号小层层理缝较发育，压裂液滤失较大，压裂液效率较低,1
T00549,降低排量工艺,影响,滤失较大,75,针对这类层理发育地层，可采取降低排量工艺，降低液体滤失,1
T00550,JY-A27HF 井,发生于,砂堵,76,1.27 JY-A27HF 并第 15 段砂堵,1
T00551,40/70 目覆膜陶粒,导致,砂堵,76,最后加了一段 8% 的 40/70 目覆膜陶粒，该段进地层后施工压力迅速升至 94.86MPa，停泵，发生砂堵,1
T00552,施工压力迅速升至 94.86MPa,表现为,砂堵,76,施工压力迅速升至 94.86MPa，停泵，发生砂堵,1
T00553,施工压力显示下降趋势,表现为,解堵,76,施工压力升至 86.15MPa 后显示出下降趋势，说明已解堵,1
T00554,排量降至 0.96m³/min,导致,施工压力升至 95.24MPa,76,排量降至 0.96m³/min，施工压力升至 95.24MPa,1
T00555,放喷,表现为,出口点火可燃,76,出液 92.00m³，出口点火可燃,1
T00556,渐进型砂堵,表现为,施工压力上升,77,从开始加 40/70 目覆膜陶粒后施工压力就一直呈上升趋势,1
T00557,前期未能充分造缝,导致,裂缝有效体积小,77,说明本段施工前期未能充分造缝，导致裂缝有效体积小,1
T00558,裂缝有效体积小,导致,渐进型砂堵,77,裂缝有效体积小，40/70 目覆膜陶粒加入后裂缝未能有效延伸...形成最后的“渐进型”砂堵,1
T00559,页岩裂缝性储层,导致,裂缝缝口窄,77,由于页岩裂缝性储层非均质性强，裂缝延伸困难，裂缝缝口窄,1
T00560,施工压力上升过快,处置措施,调整泵注程序,77,施工时应依据压力变化，及时调整泵注程序，以控制施工压力上升过快的趋势,1
T00561,砂堵,处置措施,阶段降排量,77,对于加砂后期施工压力呈现上升趋势的时候，应该提前阶段降排量，以防...造成砂堵,1
T00562,地层裂缝,处置措施,中途挤酸,77,在压裂施工过程中，可适当地中途挤酸，扩大地层裂缝,1
T00563,高黏胶液,相关,先期造缝,77,对于泥质含量高、物性差的地层，先期造缝应使用高黏胶液,1
T00564,JY-B1HF 井,发生于,低压管线断裂,78,1.28 JY-B1HF 并低压管线断裂,1
T00565,低压管线断裂,原因是,管线使用时间过长,78,低压管线使用时间过长，承压能力大大降低,1
T00566,低压管线断裂,原因是,携砂液磨损,78,携砂液对低压管线的打磨加剧了管线的磨损,1
T00567,480 型混砂车,包含,低压管汇,78,480 型混砂车低压管汇打爆,1
T00568,低压管线断裂,处置措施,更换管线,78,对管线进行更换，并试压合格,1
T00569,低压管线断裂,处置措施,备用混砂车顶替,78,继续使用备用混砂车进行顶替,1
T00570,携砂液磨损,导致,低压管线断裂,78,从而导致管线的断裂,1
T00571,JY-B2HF 井,发生于,高压管件断裂,79,期间出现 4 起高压管件断裂、刺漏事件,1
T00572,管线抖动,导致,由壬松动,79,施工中管线的抖动使得旋塞和三通的连接由壬松动,1
T00573,由壬松动,导致,高压盘根破损,79,导致盘根的受力不均匀...盘根破裂,1
T00574,高压盘根破损,处置措施,更换,79,发现高压盘根破损，立即更换,1
T00575,施工压力,监测指标,58~59MPa,79,施工压力 58~59MPa,1
T00576,砂比,监测指标,8% + 9%,79,8% + 9% 砂比段塞,1
T00577,施工管线,处置措施,试压,79,施工前对施工管线进行严格试压,1
T00578,高压密封圈破裂,导致,刺漏,79,高压密封圈破裂导致高压流体刺漏,1
T00579,高压管线刺漏,表现为,施工压力升高,80,施工压力从 68MPa 升至 81MPa,1
T00580,高压携砂流体冲刷,导致,缸盖盘根刺漏,80,高压携砂流体持续冲刷盘根薄弱处，导致最终刺漏,1
T00581,使用时间过长,导致,高压弯头刺漏,80,弯头的问题可能是由于使用时间过长导致,1
T00582,密封不严,导致,高压弯头刺漏,80,判断是弯头观察孔密封不严，立即更换,1
T00583,高压管线刺漏,处置措施,停泵,80,指挥决定停泵,1
T00584,高压管线刺漏,处置措施,降低排量,80,施工指挥决定降低排量,1
T00585,高压弯头刺漏,处置措施,更换弯头,80,判断是弯头观察孔密封不严，立即更换,1
T00586,砂比 5%,发生于,第 11 段加砂压裂施工,80,11 月 3 日，7:24 开始第 11 段加砂压裂施工,1
T00587,砂比 10%,发生于,第 14 段加砂压裂施工,80,11 月 8 日，6:54 开始第 14 段加砂压裂施工,1
T00588,排量 12m³/min,发生于,第 15 段压裂施工,80,11 月 9 日 7:32 第 15 段开始压裂施工,1
T00589,法兰螺杆断裂,导致,施工压力突降,81,此时 3000 型 8 号压裂车高压出口法兰盘螺杆断裂，施工压力突降到 0,1
T00590,法兰螺杆断裂,导致,高压管汇断裂,81,高压水柱从高压管汇断裂处喷出,1
T00591,金属疲劳,原因是,震动,81,长期的震动使得螺杆产生金属疲劳,1
T00592,金属疲劳,原因是,使用时间较长,81,该批次法兰螺杆的使用时间较长,1
T00593,停泵,处置措施,法兰螺杆断裂,81,发现情况后，施工指挥下达立即停泵指令,1
T00594,更换排出法兰及连接螺杆,处置措施,法兰螺杆断裂,81,决定更换所有压裂车排出法兰及连接螺杆,1
T00595,合理分配排量,处置措施,金属疲劳风险,81,合理分配每台车的排量...减轻疲劳对高压件的影响,1
T00596,关闭井口 4 号闸门,处置措施,法兰螺杆断裂,81,停泵后立即安排人员关闭井口 4 号闸门后泄压整改,1
T00597,螺杆断裂,原因是,螺杆质量问题,82,螺杆质量问题,1
T00598,螺杆断裂,原因是,疲劳极限,82,达到疲劳极限,1
T00599,螺杆断裂,原因是,受力不均,82,安装时螺杆的受力不均,1
T00600,螺杆断裂,原因是,管线震动,82,压裂施工过程中管线震动,1
T00601,高压弯头爆裂,原因是,高压弯头质量问题,82,高压弯头质量问题,1
T00602,高压弯头爆裂,原因是,疲劳极限,82,高压弯头长期高压状态工作，达到疲劳极限,1
T00603,高压弯头爆裂,处置措施,紧急停车,82,紧急停车，施工压力降至 0,1
T00604,高压弯头爆裂,处置措施,关井口闸门,82,关井口 4 号闸门,1
T00605,高压弯头爆裂,处置措施,更换高压弯头,82,更换高压弯头并试压,1
T00606,螺杆断裂,处置措施,更换螺杆,82,更换 3000 型 8 号压裂车法兰盘螺杆,1
T00607,管线震动,处置措施,增加千斤顶,82,防止压裂施工中车辆抖动,1
T00608,3000 型 8 号压裂车,包含,法兰盘螺杆,82,更换 3000 型 8 号压裂车法兰盘螺杆,1
T00609,高压弯头爆裂,发生于,分配管汇,82,分配管汇出口一高压弯头突然爆裂,1
T00610,高压弯头爆裂,发生于,JY-B4HF 井,82,JY-B4HF 并第 10 段压裂施工中高压弯头爆裂,1
T00611,第 10 段压裂施工,监测指标,施工压力 81.9MPa,82,第 10 段压裂施工...施工压力 81.9MPa,1
T00612,第 10 段压裂施工,监测指标,排量 1.45m³/min,82,排量 1.45m³/min,1
T00613,泵车排出法兰螺杆断裂,原因是,螺杆强度不足,83,初步判断 3000 型泵车排出法兰螺杆强度达不到施工要求,1
T00614,泵车排出法兰螺杆断裂,处置措施,停泵,83,立即停泵，关井,1
T00615,泵车排出法兰螺杆断裂,处置措施,关井,83,立即停泵，关井,1
T00616,泵车排出法兰螺杆断裂,处置措施,断开该车,83,12:20 断开该车，继续压裂施工,1
T00617,3000 型泵车,包含,排出法兰螺杆,83,3000 型泵车排出法兰螺杆断裂,1
T00618,高压件,处置措施,检测探伤,83,定期检测探伤,1
T00619,高压件,处置措施,降级使用,83,使用一定时间后按要求降级使用,1
T00620,JY-B5HF 井,发生于,第 7 段压裂施工,83,JY-B5HF 并第 7 段压裂施工,1
T00621,井口弯头爆裂,发生于,JY-B6HF 井,84,1.33 JY-B6HF 并口弯头爆裂,1
T00622,井口弯头爆裂,表现为,75MPa,84,第三步试压至 75MPa 时，井口第三根爬坡管线落地弯头和与井口八通连接的弯头爆裂,1
T00623,异常情况,处置措施,停泵关井,84,一旦出现异常情况，泵车、混砂车立刻停泵，关井,1
T00624,试压,包含,30MPa,84,第一步试压 30MPa 无异常情况,1
T00625,试压,包含,60MPa,84,第二步 14:40 试压 60MPa 无异常情况,1
T00626,试压,包含,75MPa,84,第三步试压至 75MPa 时,1
T00627,安全防护绳,相关,泵头前后法兰间,84,泵头前后法兰间绑安全防护绳,1
T00628,弯头,表现为,弯头爆裂,85,落地弯头爆裂后,1
T00629,弯头爆裂,原因是,生产工艺问题,85,爆裂原因可能是厂家生产工艺的问题,1
T00630,生产工艺问题,导致,壁厚不达标,85,导致弯头壁厚不达标,1
T00631,壁厚不达标,导致,弯头爆裂,85,导致弯头壁厚不达标,1
T00632,弯头爆裂,处置措施,更换高压管件,85,更换弯头等损坏的高压管件,1
T00633,高压管件,监测指标,累计使用时间,85,应该定期监测高压管件的使用情况,1
T00634,壁厚,影响,弯头性能,85,弯头的壁厚、制造工艺都是影响弯头性能的关键参数,1
T00635,弯头爆裂,导致,弯头被拉断,85,落地弯头爆裂后，导致与井口八通连接的弯头被拉断,1
T00636,管件爆裂伤人,处置措施,能量缓冲装置,85,设置、优化能量缓冲装置，防止管件爆裂伤人,1
T00637,弯头爆裂,处置措施,禁止人员靠近,85,压裂期间，禁止人员在周边工作或活动,1
T00638,旋塞刺漏,发生于,第 17 段压裂施工,86,2016 年 4 月 28 日 8:58 开始第 17 段压裂施工...9:11 旋塞刺漏,1
T00639,第 17 段压裂施工,发生于,JY-B7HF 井,86,JY-B7HF 井...2016 年 4 月 28 日 8:58 开始第 17 段压裂施工,1
T00640,旋塞刺漏,原因是,高压件疲劳,86,高压件疲劳，并且施工压力高，导致旋塞刺漏,1
T00641,旋塞刺漏,原因是,施工压力高,86,高压件疲劳，并且施工压力高，导致旋塞刺漏,1
T00642,旋塞刺漏,处置措施,停泵整改,86,旋塞刺漏后停泵整改，更换旋塞,1
T00643,旋塞刺漏,处置措施,更换旋塞,86,旋塞刺漏后停泵整改，更换旋塞,1
T00644,更换旋塞,影响,试压,86,对更换后的旋塞进行试压，试压合格,1
T00645,高压件,处置措施,第三方探伤检测,86,按要求进行第三方探伤检测,1
T00646,水平井井眼轨迹复杂,导致,泵送桥塞 - 射孔联作施工困难,87,涪陵页岩气田水平井井眼轨迹复杂、水平段长、工艺难度大成为泵送桥塞 - 射孔联作施工困难的主要因素,1
T00647,设备质量问题,导致,作业复杂情况与故障,87,其次设备和工具本身存在的质量问题，以及施工队伍多、技术水平和管理水平的不均衡也是造成作业复杂情况与故障的主要因素,1
T00648,人为误判,导致,误操作剪断电缆,87,本章主要介绍涪陵页岩气田在泵送桥塞 - 射孔联作施工环节出现的人为误判...2.1 JY-C1HF 并泵送桥塞 - 射孔误操作剪断电缆,1
T00649,泵送桥塞 - 射孔联作,包含,桥塞中途坐封,87,本章主要介绍涪陵页岩气田在泵送桥塞 - 射孔联作施工环节出现的桥塞中途坐封,1
T00650,泵送桥塞 - 射孔联作,包含,砂卡电缆,87,本章主要介绍涪陵页岩气田在泵送桥塞 - 射孔联作施工环节出现的砂卡电缆,1
T00651,泵送桥塞 - 射孔联作,相关,施工排量大,87,该工艺施工周期短、方便段簇调整、施工排量大，成本低,1
T00652,工具串井下遇阻,表现为,电缆张力突然升高,88,张力由 4.8kN 突然升至 11kN,1
T00653,工具串井下遇阻,表现为,施工压力突然升高,88,施工压力突然由 42MPa 升至 65MPa,1
T00654,桥塞座封,导致,电缆张力不变,88,施工压力由 37MPa 降至 22MPa，电缆张力不减小,1
T00655,工具串井下遇阻,处置措施,连续油管打捞,88,换装连续油管作业井口...检查捞获电缆 20m,1
T00656,桥塞座封,处置措施,剪断电缆,88,关 7 号闸门剪断电缆,1
T00657,桥塞座封,处置措施,桥塞点火,88,平衡压后桥塞点火，丢掉桥塞后提出射孔枪,1
T00658,遇阻,发生于,2818.98m,89,遇阻深度 2818.98m，上提管柱，悬重由 130kN 升至 180kN,1
T00659,井口溢流,表现为,0.20~0.30m^3/min,89,井口溢流，溢流量 0.20~0.30m^3/min,1
T00660,桥塞落井,导致,打捞,89,检查捞获落鱼，全部射孔枪和座封工具打捞完，桥塞落井,1
T00661,正循环压井,相关,泥浆,89,1.99~2.05g/cm^3、黏度 47~50s 泥浆 32m^3，泥浆正循环压井,1
T00662,替浆,相关,连续油管,89,23:10 连续油管带喷嘴下到 1000m，700 型水泥车 9m^3 清水正循环替浆,1
T00663,替浆,相关,清水,89,累计用清水 56m^3 替浆，出口返泥浆、混浆等黑色液体 140m^3,1
T00664,钻塞,相关,平底磨鞋,89,连接钻磨工具 [管柱结构：φ110mm 平底磨鞋,1
T00665,施工压力,相关,16MPa 升至 18MPa 降至 15MPa,89,施工压力由 16MPa 升至 18MPa 降至 15MPa,1
T00666,排量,相关,0.20m^3/min 提到 0.40m^3/min,89,排量由 0.20m^3/min 提到 0.40m^3/min,1
T00667,泵压异常,表现为,0.2MPa 升至 17MPa,89,小排量注液 2.3m^3 后井口压力 0.2MPa 升至 17MPa,1
T00668,排量与下放速度不匹配,导致,桥塞中途座封,90,泵送排量与工具下放速度不匹配，造成桥塞中途座封,1
T00669,遇阻,处置措施,正循环磨铣钻塞,90,连续油管下到遇阻深度...正循环磨铣钻塞,1
T00670,反复泄压打压,影响,事件复杂性,90,不应反复泄压、打压，增加了事件的复杂性,1
T00671,技术交底不到位,导致,剪断电缆,90,未能很好地进行技术交底...对指令理解错误剪断电缆,1
T00672,连续油管,发生于,遇阻,"90,150",连续油管下到遇阻深度 3955.4m | 连续油管下到 4838.4m 遇阻，加压 50~100kN 通过,2
T00673,减阻水,相关,正循环磨铣钻塞,90,减阻水 80m^3 正循环磨铣钻塞,1
T00674,防喷管丝扣断裂,导致,电缆落井,91,防喷管从井口倒落地面，2500m 电缆和射孔工具串落井,1
T00675,桥塞座封不完全,表现为,施工压力 88.0MPa,91,每次压力上升很快，扩散的很慢，可以初步判断桥塞已经座封，但座封不完全,1
T00676,连续油管打捞,处置措施,电缆落井,91,2500m 电缆和射孔工具串落井...1. 连续油管打捞,1
T00677,内钩打捞矛断脱,发生于,连续油管打捞,91,起出连续油管检查打捞工具，未捞获落鱼，内钩打捞矛一根倒刺从根部断脱留井,1
T00678,注入减阻水,相关,桥塞座封不完全,91,经过三次泵送，均没有看见井下落鱼移动的显示...判断桥塞已经座封，但座封不完全,1
T00679,安装钻机,处置措施,电缆落井,91,井内落鱼还有电缆 87m 及射孔枪、桥塞等...7~15 日安装钻机,1
T00680,遇阻,发生于,下放钻具,92,3:30 下放钻具到井深 2500.08m 遇阻,1
T00681,无进尺,发生于,钻磨,92,25 日 18:00 钻磨到井深 3133.2m 无进尺,1
T00682,落井,原因是,桥塞,92,桥塞已丢手处落井,1
T00683,套铣,处置措施,落井,92,24:00 下套铣筒到鱼顶井深 2500.08m 套铣,1
T00684,打捞,处置措施,落井,92,23 日 2:00 下卡瓦打捞筒...捞获落鱼,1
T00685,循环压力,监测指标,套铣,92,循环压力 16MPa,1
T00686,排量,监测指标,套铣,92,排量 0.36m³/min,1
T00687,悬重,监测指标,打捞,92,悬重 500kN 降至 450kN,1
T00688,遇卡,表现为,泵压升高,93,27 日 6:30 循环冲砂时上提管柱发现遇卡，循环泵压 19MPa 升至 24MPa,1
T00689,遇卡,表现为,出口返砂,93,循环冲砂时上提管柱发现遇卡，出口有砂返出,1
T00690,遇卡,处置措施,活动解卡,93,17:00 活动解卡...19:30...活动管柱多次后，解卡成功,1
T00691,遇卡,处置措施,循环洗井,93,期间循环洗井，进口泥浆密度 1.98g/cm^3,1
T00692,遇卡,处置措施,循环降密度,93,30 日循环降密度，施工压力 14~15MPa,1
T00693,遇卡,处置措施,替酸,93,9 日 14:00~15:10...替 20% 盐酸 1m^3 到井深 3133m,1
T00694,循环降密度,影响,施工压力,93,30 日循环降密度，施工压力 14~15MPa,1
T00695,连续油管钻桥塞,包含,磨鞋,93,21 日 14:30 连接钻磨管柱，管柱结构：φ114mm 磨鞋,1
T00696,连续油管钻桥塞,包含,螺杆马达,93,21 日 14:30 连接钻磨管柱，管柱结构：...φ89mm 螺杆马达,1
T00697,打捞碎屑,相关,打捞篮,93,14:15 组装打捞工具...φ73mm 文丘里反循环打捞篮,1
T00698,连续油管钻桥塞,相关,连续油管,93,20 日 8:10~14:15 下φ50.4mm 连续油管到井深 3134m,1
T00699,限位顶丝未检查,导致,内由壬接头未完全上到位,94,没有及时检查...导致内由壬接头没有完全上到位,1
T00700,内由壬接头未完全上到位,导致,防喷管被顶开,94,由于内由壬接头没有完全到位...上部防喷管被井筒压力突然顶开,1
T00701,防喷管被顶开,导致,电缆及工具落井,94,上部防喷管被井筒压力突然顶开，从而导致电缆及工具落井,1
T00702,设备故障,原因是,吊车,95,吊车不足以支撑作业工况,1
T00703,设备故障,处置措施,第三方检测,95,设备应经过第三方检测，同时保证在检测有效期内使用设备,1
T00704,设备故障,处置措施,巡回检查,95,在施工过程中，应按频次要求对设备的关键部位进行巡回检查,1
T00705,验封失败,表现为,施工压力随排量增加而缓慢增加,95,施工压力随排量增加而缓慢增加，稳压稳不住，验封失败,1
T00706,工具串遇卡,处置措施,反复上提下放电缆解卡,95,总共 6 次在 0 ~ 12.0 kN 范围内反复上提下放电缆解卡，解卡无效,1
T00707,工具串遇卡,处置措施,卸套压,95,同时通过针阀控制卸套压解卡，控制速度缓慢上提,1
T00708,工具串遇卡,处置措施,小排量泵送,95,放松电缆，进行小排量泵送；多次放松电缆,1
T00709,电缆抖动,发生于,放松电缆缓慢上提过程中,95,放松电缆缓慢上提过程中电缆出现大抖动,1
T00710,JY-C3HF 井,发生于,泵送桥塞 - 射孔中途座封拉断电缆,95,2.3 JY-C3HF 并泵送桥塞 - 射孔中途座封拉断电缆,1
T00711,电缆变形,导致,阻流管处遇卡,96,断原因为电缆变形在阻流管处遇卡,1
T00712,阻流管处遇卡,处置措施,停起电缆作业,96,经多次活动解卡，无效，停起电缆作业,1
T00713,工具串落井,处置措施,连续油管打捞,"96,157",判断工具串落井...30 日 20:40 连续油管底带 | 22:30 连续油管起出打捞工具，捞出落井射孔工具串,2
T00714,工具串落井,处置措施,钻机打捞,96,判断工具串落井...2014 年 2 月 7 日钻井队上钻机,1
T00715,重泥浆沉淀,导致,通道被堵死,96,分析工具串以下的重浆已沉淀，大部分通道被堵死,1
T00716,重晶石粉沉淀,导致,冲砂较困难,96,分析是泥浆的重晶石粉沉淀，内钩的槽片较长，冲砂较困难,1
T00717,井口压力降为 0,原因是,地层微渗漏,96,停泵观察，井口压力降为 0，考虑地层微渗漏,1
T00718,压井,相关,700 型水泥车,96,7 日 21:00 压井：700 型水泥车挤注 1.95g/cm^3 泥浆,1
T00719,连续油管打捞,相关,内钩打捞矛,96,连续油管底带φ102mm 内钩打捞矛到 2508.9m 遇阻,1
T00720,压井,包含,施工压力,96,施工压力 29MPa 升至 40MPa 后降至 26MPa,1
T00721,压井,包含,排量,96,排量 0.15~0.35m^3/min,1
T00722,遇阻,原因是,电缆缠绕,97,鱼顶以上有遇阻现象，分析是电缆缠绕了打捞工具,1
T00723,套铣,导致,憋钻,97,15:00 套铣...进尺 0.16m 时憋钻,1
T00724,憋钻,表现为,悬重异常,97,上提管柱，悬重 400kN 升至 480kN 后降至 400kN,1
T00725,外钩打捞,包含,泥浆密度,97,充分循环调整泥浆，调整稳定后的泥浆是 1.83~1.85g/cm³,1
T00726,通井,监测指标,施工压力,97,通井...施工压力 17~20MPa,1
T00727,套铣,监测指标,排量,97,套铣...排量 0.30m³/min,1
